country_iso2,year,price_level_index_gdp
GE,2025,32.948286796618
GE,2024,32.6252979324882
GE,2023,33.0123575638268
GE,2022,29.9666694950463
GE,2021,26.8751327125942
GE,2020,25.6136647718882
GE,2019,28.272185825598
DE,2025,80.2268817737646
DE,2024,75.8599340089062
DE,2023,75.8027696349033
DE,2022,72.4942902608952
DE,2021,83.5839028910839
DE,2020,80.7345328865372
DE,2019,80.3497232039214
GH,2025,37.8287234184848
GH,2024,30.0483620676612
GH,2023,31.5220977311204
GH,2022,30.9405631821704
GH,2021,37.0062130126205
GH,2020,36.304704763652
GH,2019,36.4288188198025
GR,2025,59.5356475491764
GR,2024,55.7519026126562
GR,2023,54.779879965099
GR,2022,52.9425468064204
GR,2021,61.5985346372083
GR,2020,60.5650628966539
GR,2019,60.5604364517646
GL,2023,74.1379389303593
GL,2022,73.4858732739473
GL,2021,83.8878914645498
GL,2020,84.3279006219507
GL,2019,82.9533747579015
GD,2025,56.71741154453
GD,2024,57.9250112245574
GD,2023,60.1193086662215
GD,2022,59.6845483497
GD,2021,62.8981766877352
GD,2020,62.4502455746685
GD,2019,63.6186334821915
GT,2025,43.4174128577694
GT,2024,42.7351634524949
GT,2023,41.8454929522742
GT,2022,41.1809556487553
GT,2021,41.5438791843126
GT,2020,40.9013067809074
GT,2019,41.9491324962401
GN,2025,38.0422855302225
GN,2024,37.0730399547107
GN,2023,35.8630311352801
GN,2022,34.8767756306627
GN,2021,33.2984860934204
GN,2020,31.6238390171106
GN,2019,33.2066521804606
GW,2025,34.1249399061994
GW,2024,32.2737120150547
GW,2023,32.6315066421652
GW,2022,31.6464756704276
GW,2021,36.736673852764
GW,2020,36.1961830855443
GW,2019,36.0971708163362
GY,2025,33.1094181034319
GY,2024,36.9686348516584
GY,2023,37.3784018752798
GY,2022,45.1168339418124
GY,2021,43.1247336115483
GY,2020,40.2850290568327
GY,2019,48.3788103794307
HT,2025,85.9740723393793
HT,2024,65.0184454399522
HT,2023,51.5166994121142
HT,2022,53.8755774660839
HT,2021,58.5477871520706
HT,2020,41.5807368873778
HT,2019,41.7727067161658
HN,2025,45.714302776241
HN,2024,45.5305411801063
HN,2023,44.9240365903047
HN,2022,44.137371809447
HN,2021,44.0940832877959
HN,2020,42.855046023596
HN,2019,43.2559614837241
HK,2025,70.8543561012965
HK,2024,72.0381353471007
HK,2023,70.6455458767716
HK,2022,71.1836928349495
HK,2021,75.5416427954355
HK,2020,79.2425326576168
HK,2019,78.9903297871233
HU,2025,51.9837911309962
HU,2024,48.0127126511694
HU,2023,47.8880373655318
HU,2022,41.6617992239133
HU,2021,48.9380376007852
HU,2020,46.0519383326659
HU,2019,47.7524048716714
IS,2025,117.849760595844
IS,2024,102.754522612876
IS,2023,99.932848015549
IS,2022,99.7187978437653
IS,2021,112.283988351667
IS,2020,105.783170421179
IS,2019,113.099666459083
IN,2025,23.0039086199253
IN,2024,24.1821996879637
IN,2023,24.7075775526336
IN,2022,25.5000313127556
IN,2021,27.8212257889918
IN,2020,27.3753533882705
IN,2019,28.547759283038
ID,2025,28.6505408846687
ID,2024,29.9009965374497
ID,2023,31.6060240664601
ID,2022,33.1229130680367
ID,2021,33.6062401419005
ID,2020,32.8551638060129
ID,2019,34.2632026770331
IR,2025,19.9215009869874
IR,2024,26.0776525211842
IR,2023,26.6697499483383
IR,2022,26.9124228886718
IR,2021,28.9915941994253
IR,2020,21.1815281678233
IR,2019,28.7021351208173
IQ,2025,37.9179655640678
IQ,2024,41.9294035030357
IQ,2023,40.6783620834452
IQ,2022,45.3179525441156
IQ,2021,38.2389926252694
IQ,2020,40.6205569569271
IQ,2019,46.306195718988
IE,2025,84.8494167916469
IE,2024,80.1929195014063
IE,2023,80.0498846766681
IE,2022,75.969245461868
IE,2021,88.9296525445722
IE,2020,88.5711403900391
IE,2019,88.9022845639214
IL,2025,101.038020215969
IL,2024,94.6552801717158
IL,2023,94.258761857557
IL,2022,102.481493065956
IL,2021,113.233418967196
IL,2020,108.839606981157
IL,2019,107.079105554597
IT,2025,68.9600459088234
IT,2024,64.9024553335156
IT,2023,65.0868569025502
IT,2022,62.2657129241247
IT,2021,73.9633749348825
IT,2020,72.2201462119846
IT,2019,72.4633611247058
JM,2025,60.211934709715
JM,2024,60.0652274740972
JM,2023,59.5703380894227
JM,2022,55.7507854754351
JM,2021,53.9338963739056
JM,2020,54.2692949716594
JM,2019,55.6079543116709
JP,2025,64.8679639072763
JP,2024,62.4066284421693
JP,2023,66.7883851420938
JP,2022,72.185132565121
JP,2021,90.393968573992
JP,2020,94.3502150655951
JP,2019,94.6994086688442
JO,2025,42.3363994945406
JO,2024,42.5794458019025
JO,2023,42.847076985568
JO,2022,43.6946561122414
JO,2021,45.5595070207623
JO,2020,41.9872201664347
JO,2019,44.2261343270961
KZ,2025,33.1699651079956
KZ,2024,34.565379764769
KZ,2023,33.4123312887131
KZ,2022,31.3611849488664
KZ,2021,30.3030595939351
KZ,2020,30.239536891224
KZ,2019,32.9639819671096
KE,2025,33.6784854259036
KE,2024,32.0836821224238
KE,2023,30.7262343181437
KE,2022,35.8629487305506
KE,2021,38.6104738133398
KE,2020,40.2219126664965
KE,2019,41.8231293160063
KI,2025,64.9966505686618
KI,2024,68.4269474577724
KI,2023,62.4010320960421
KI,2022,62.0601292782972
KI,2021,73.5246977077967
KI,2020,64.5191258954193
KI,2019,63.3744777851938
KR,2025,57.3893307237476
KR,2024,59.3576396809388
KR,2023,62.1177403808411
KR,2022,62.7325181675505
KR,2021,72.5439514622864
KR,2020,70.2688459667306
KR,2019,72.7285686152103
XK,2025,41.0075500484501
XK,2024,39.2764526470122
XK,2023,39.3258006102926
XK,2022,37.983129501883
XK,2021,42.6267593870964
XK,2020,41.0214249408427
XK,2019,40.6562715740129
KW,2025,57.2226182870823
KW,2024,61.8526081806483
KW,2023,64.2234318161369
KW,2022,72.6488468806116
KW,2021,67.1615390908667
KW,2020,60.8659588060078
KW,2019,62.5364843507284
KG,2025,33.4179089296918
KG,2024,30.6384165083671
KG,2023,29.2742664831786
KG,2022,26.4537091185994
KG,2021,23.533553344054
KG,2020,23.7424534813813
KG,2019,26.808790775869
LA,2025,22.3900966848845
LA,2024,21.6953379615205
LA,2023,22.2265880477604
LA,2022,23.3473179840607
LA,2021,31.2613229822277
LA,2020,32.6507149901929
LA,2019,33.4398496090827
LV,2025,57.0304749338823
LV,2024,53.74322093875
LV,2023,53.081423205099
LV,2022,49.8714357581714
LV,2021,54.8923970790689
LV,2020,53.6452962098056
LV,2019,53.712610875294
LB,2024,37.5354730523133
LB,2023,27.6334553377772
LB,2022,29.7322463643034
LB,2021,34.8745879413016
LB,2020,34.2022910293942
LB,2019,41.0211393731902
LS,2025,34.1998323574909
LS,2024,33.315216652006
LS,2023,31.9987775278415
LS,2022,37.311591899623
LS,2021,41.9126763611117
LS,2020,35.894782480878
LS,2019,42.1305818528064
LR,2025,46.2031881161655
LR,2024,45.443232675685
LR,2023,44.4982686863957
LR,2022,44.026199757583
LR,2021,43.3967147111521
LR,2020,37.1666181394607
LR,2019,34.6489368061895
LY,2025,39.0331583451872
LY,2024,45.8593775827166
LY,2023,43.4860809783091
LY,2022,48.8129434921643
LY,2021,39.0446075093171
LY,2020,60.707075304389
LY,2019,61.5235786005367
LT,2025,57.987231656196
LT,2024,53.1492105375
LT,2023,53.0791525409813
LT,2022,49.2496105373543
LT,2021,52.0353695860457
LT,2020,49.5087187816344
LT,2019,48.340588545098
LU,2025,94.0655592590979
LU,2024,88.2766780322656
LU,2023,87.3093059876486
LU,2022,84.2093510552533
LU,2021,98.6790991945721
LU,2020,95.7345375069263
LU,2019,92.8524623192155
MO,2025,55.3903305653057
MO,2024,56.6323026330055
MO,2023,57.7339035490199
MO,2022,57.3464735318407
MO,2021,61.1723794398522
MO,2020,64.6202868217728
MO,2019,64.9709924634082
MG,2025,30.6924518552941
MG,2024,29.1411678327008
MG,2023,28.3997781586705
MG,2022,29.3672147360633
MG,2021,30.6491387389061
MG,2020,30.2465691243689
MG,2019,31.0004057689831
MW,2025,35.3556465012145
MW,2024,28.0793988763421
MW,2023,34.5646281740668
MW,2022,33.9854660053641
MW,2021,36.5874225353305
MW,2020,39.8099397927886
MW,2019,40.0610414724113
MY,2025,31.6272069254567
MY,2024,30.5761388170918
MY,2023,31.1972372330574
MY,2022,34.1559439654348
MY,2021,36.5595643833825
MY,2020,36.2424818823571
MY,2019,37.7418221673562
MV,2025,51.1811408631757
MV,2024,51.0257023769908
MV,2023,50.7429315985923
MV,2022,51.5193328520159
MV,2021,53.4107254140886
MV,2020,55.0740133121513
MV,2019,50.8738785167381
ML,2025,34.0667233600886
ML,2024,32.9136616120769
ML,2023,32.7975479026293
ML,2022,32.4131545957457
ML,2021,36.7378295492288
ML,2020,34.9980765709755
ML,2019,34.4679278964239
MT,2025,66.3435465359278
MT,2024,62.8344430674925
MT,2023,61.0012675823155
MT,2022,58.8206247031772
MT,2021,67.0104343361304
MT,2020,63.6826458161278
MT,2019,63.0868470054372
MH,2025,94.6982695755452
MH,2024,92.137924629206
MH,2023,90.3555645265736
MH,2022,86.8723631908151
MH,2021,93.2999594999854
MH,2020,92.2454940074902
MH,2019,87.5481425661518
MR,2025,28.6301185076712
MR,2024,28.518946575825
MR,2023,30.523008509121
MR,2022,30.2489528522917
MR,2021,33.366781135744
MR,2020,31.2803662826566
MR,2019,31.4978791048058
MU,2025,38.5880272739735
MU,2024,37.8301877532205
MU,2023,38.3293941808412
MU,2022,38.2566937846917
MU,2021,39.8854047693561
MU,2020,42.2533436625594
MU,2019,47.4599256777015
MX,2025,53.6917307584745
MX,2024,54.1744819872408
MX,2023,54.9097550234062
MX,2022,49.299982362308
MX,2021,49.6283273304286
MX,2020,45.6815836908129
MX,2019,49.4629751303921
FM,2025,95.865080658499
FM,2024,95.4938228573462
FM,2023,92.1787754114453
FM,2022,90.6163876973741
FM,2021,88.6870916030328
FM,2020,91.0429814068035
FM,2019,95.7243657272113
MD,2025,43.1177289964201
MD,2024,40.6121529420174
MD,2023,38.3063229590448
MD,2022,34.9365043646109
MD,2021,33.634626751924
MD,2020,32.3474247034134
MD,2019,32.84321810815
MN,2025,34.1778423808877
MN,2024,35.2099084532892
MN,2023,32.4013936040264
MN,2022,30.4493938473587
MN,2021,30.5404215226533
MN,2020,29.2207652801596
MN,2019,31.9555518703954
ME,2025,41.8287173002399
ME,2024,38.9579629904049
ME,2023,38.4716086443108
ME,2022,35.7871009475363
ME,2021,39.3240716403446
ME,2020,36.6330393973469
ME,2019,36.9083148587734
MA,2025,42.0499539830055
MA,2024,39.8187429322033
MA,2023,38.5115707807778
MA,2022,37.2038114684245
MA,2021,43.9037408071231
MA,2020,42.415240596699
MA,2019,43.5992761322428
MZ,2025,36.9220358503295
MZ,2024,38.457809833667
MZ,2023,37.0305855747945
MZ,2022,36.5586831062357
MZ,2021,34.991452048044
MZ,2020,32.759081388081
MZ,2019,37.377134643931
MM,2025,24.7669737886297
MM,2024,22.6275455292655
MM,2023,20.6972468928922
MM,2022,20.2066671363955
MM,2021,23.9979534497219
MM,2020,25.9574867136886
MM,2019,23.3716192875497
NA,2025,40.681123608914
NA,2024,38.4841786748317
NA,2023,37.5716879759727
NA,2022,40.8009965175666
NA,2021,45.4505143063639
NA,2020,41.4639230273004
NA,2019,49.2421889179044
NR,2025,103.091569476299
NR,2024,103.20398133498
NR,2023,103.269686960238
NR,2022,118.918486473055
NR,2021,105.236862101058
NR,2020,99.0421027445499
NR,2019,102.342585633278
NP,2025,24.8718748707678
NP,2024,25.4154636392294
NP,2023,25.6013207154076
NP,2022,27.1630888289195
NP,2021,27.5558176768439
NP,2020,27.2504979476043
NP,2019,28.2383262077447
NL,2025,84.3836377424705
NL,2024,79.1675804833594
NL,2023,79.0077579735308
NL,2022,75.1914637377435
NL,2021,87.7043335833319
NL,2020,85.4166231763427
NL,2019,85.9005256133332
NZ,2025,86.4703171551433
NZ,2024,88.5979916984826
NZ,2023,89.7226782387982
NZ,2022,90.8683201065192
NZ,2021,103.526948649031
NZ,2020,92.2758218182428
NZ,2019,94.6494935353702
NI,2025,34.1809948551445
NI,2024,32.6558777413895
NI,2023,31.337763322898
NI,2022,29.7980107027263
NI,2021,30.0370143555786
NI,2020,30.8960444684982
NI,2019,32.7467797771334
NE,2025,35.6116004502034
NE,2024,35.7064163597851
NE,2023,34.0532450461306
NE,2022,33.2118025909925
NE,2021,38.3906873713313
NE,2020,38.7158956336228
NE,2019,39.5789141442329
NG,2025,12.8441470880773
NG,2024,11.9140216830737
NG,2023,24.5505132509298
NG,2022,34.9143243225496
NG,2021,36.7331562115859
NG,2020,37.7244703650501
NG,2019,42.2413788489496
MK,2025,37.4258368309588
MK,2024,34.4199931672268
MK,2023,34.2127835984905
MK,2022,31.4146714495517
MK,2021,34.4144542434406
MK,2020,33.3611133976177
MK,2019,33.2247130460293
NO,2025,90.9177811623249
NO,2024,85.0761659557971
NO,2023,84.4262006942256
NO,2022,87.0745982491115
NO,2021,104.594924330617
NO,2020,101.831921408974
NO,2019,107.740363636364
OM,2025,47.1623443888614
OM,2024,48.5283415027085
OM,2023,50.0903764339347
OM,2022,54.5031947552312
OM,2021,50.1129422603256
OM,2020,47.7339999728458
OM,2019,51.4895886531576
PK,2025,24.278230528367
PK,2024,23.6218009724264
PK,2023,22.6007022287252
PK,2022,25.9880972779992
PK,2021,27.1146827863952
PK,2020,25.3247217969233
PK,2019,27.6011418585438
PW,2025,84.7328995677767
PW,2024,86.2764636970531
PW,2023,85.065986296197
PW,2022,80.0168476797832
PW,2021,81.3348027157891
PW,2020,82.2319146418128
PW,2019,85.2780840504679
PA,2025,45.076892365416
PA,2024,46.2501709276174
PA,2023,47.1743398563755
PA,2022,47.8388581330201
PA,2021,50.1403868198395
PA,2020,49.1933196783066
PA,2019,49.5729207992554
PG,2025,57.9034533612102
PG,2024,59.6024232390472
PG,2023,63.4822695364783
PG,2022,70.1956796903837
PG,2021,65.5692040599193
PG,2020,62.2947045688754
PG,2019,63.4453567846483
PY,2025,34.8172604819279
PY,2024,34.6539863235716
PY,2023,35.844402509728
PY,2022,37.9568627342939
PY,2021,38.795709359863
PY,2020,37.4975027185494
PY,2019,41.1402626450973
PE,2025,51.4687387935952
PE,2024,47.6812398965343
PE,2023,46.4689999107822
PE,2022,44.1038806078415
PE,2021,44.6724889831707
PE,2020,48.8193680481487
PE,2019,51.8818054960747
PH,2025,33.1615478156275
PH,2024,33.7342146257315
PH,2023,34.5986617682061
PH,2022,35.0262597350201
PH,2021,39.336967325284
PH,2020,39.1774086126012
PH,2019,38.1079218529993
PL,2025,52.3743432346637
PL,2024,48.9706129869663
PL,2023,45.6856870982025
PL,2022,40.3852085599106
PL,2021,45.3865049733907
PL,2020,43.5460639483081
PL,2019,44.2404558033534
PT,2025,60.3657331618038
PT,2024,55.8500745211719
PT,2023,55.490814087648
PT,2022,54.4099700836578
PT,2021,63.9238020868207
PT,2020,62.0001180879379
PT,2019,61.6480059380391
